Pergunta;Resposta
Pergunta,Como a NCRF 13 trata a perda de influência significativa sobre uma associada?;Resposta,Quando uma entidade perde influência significativa sobre uma associada, o investimento retido deve ser ajustado para seu justo valor e contabilizado de acordo com a NCRF 27.
Pergunta,Quais são os critérios para descontinuar o uso do método da equivalência patrimonial de acordo com a NCRF 13?;Resposta,O uso do método da equivalência patrimonial deve ser descontinuado quando a entidade perder influência significativa sobre a associada.
Pergunta,Como os ajustamentos nos investimentos em associadas são tratados pelo método da equivalência patrimonial?;Resposta,Os ajustamentos são feitos para refletir a participação do investidor nos lucros ou prejuízos da associada após a data de aquisição do investimento.
Pergunta,Quais são os procedimentos de relato financeiro aceitáveis para aplicar a consolidação proporcional de acordo com a NCRF 13?;Resposta,Os procedimentos de relato financeiro podem incluir a combinação dos itens da entidade conjuntamente controlada com itens semelhantes nas demonstrações financeiras do investidor ou a inclusão separada da parte do investidor nos ativos, passivos, rendimentos e gastos da entidade conjuntamente controlada.
Pergunta,Explique as circunstâncias em que uma investidora deve descontinuar o uso do método da equivalência patrimonial de acordo com a NCRF 13.;Resposta,A investidora deve descontinuar o uso do método da equivalência patrimonial quando deixar de ter influência significativa sobre a associada. Isso ocorre quando a investidora perde a capacidade de exercer influência sobre as políticas financeiras e operacionais essenciais da associada.
Pergunta,Como a NCRF 13 trata o reconhecimento de perdas por imparidade nos investimentos em associadas?;Resposta,A NCRF 13 exige que a quantia escriturada do investimento em uma associada seja testada quanto a imparidade. Se houver indicação de que o valor recuperável do investimento é inferior ao seu valor contabilístico, uma perda por imparidade deve ser reconhecida no resultado do investidor.
Pergunta,Quais são os ajustamentos necessários ao aplicar o método da equivalência patrimonial?;Resposta,Os ajustamentos necessários incluem a atualização da quantia escriturada do investimento para refletir a parte do investidor nos lucros ou prejuízos da associada após a data de aquisição do investimento. Além disso, ajustamentos adicionais podem ser necessários para refletir alterações no interesse proporcional do investidor na associada.
Pergunta,Explique como os resultados ascendentes e descendentes são tratados de acordo com a NCRF 13.;Resposta,Os resultados ascendentes são eliminados nas demonstrações financeiras do investidor, pois representam lucros gerados pela associada e atribuíveis aos interesses dos outros investidores na associada. Os resultados descendentes são tratados da mesma forma, sendo eliminados na consolidação para evitar a duplicação de lucros ou prejuízos.
Pergunta,Quando uma investidora deve reconhecer uma perda adicional em um investimento em associada após ter reduzido seu interesse a zero?;Resposta,Se a parte do investidor nas perdas de uma associada igualar ou exceder seu interesse na associada, a investidora descontinua o reconhecimento de perdas adicionais. No entanto, se posteriormente a associada relatar lucros, o investidor retoma o reconhecimento de sua parte nos lucros somente após suas perdas não reconhecidas serem compensadas.
Pergunta,Qual é um exemplo de uma empresa que poderia ter investimentos em associadas de acordo com a NCRF 13?;Resposta,Uma empresa como a Nestlé S.A., que detém participações substanciais em outras empresas, como a L'Oréal, seria um exemplo de uma empresa com investimentos em associadas.
Pergunta,Como a Microsoft Corporation, por exemplo, aplicaria o método da equivalência patrimonial de acordo com a NCRF 13?;Resposta,A Microsoft, ao deter uma participação significativa em empresas como a LinkedIn Corporation, aplicaria o método da equivalência patrimonial para contabilizar sua parte nos resultados e ativos líquidos da LinkedIn.
Pergunta,Quais seriam alguns ajustamentos necessários que a Berkshire Hathaway Inc. faria ao aplicar o método da equivalência patrimonial, considerando seu investimento na Coca-Cola Company?;Resposta,A Berkshire Hathaway poderia precisar fazer ajustamentos para refletir sua participação nos lucros e ativos líquidos da Coca-Cola, levando em consideração mudanças nas políticas contábeis da Coca-Cola ou reavaliações de ativos.
Pergunta,Como a Toyota Motor Corporation, que possui participações em várias montadoras em todo o mundo, trataria os resultados ascendentes e descendentes de acordo com a NCRF 13?;Resposta,A Toyota eliminará os resultados ascendentes nas demonstrações financeiras consolidadas, já que representam lucros gerados por suas associadas e atribuíveis a outros investidores. Da mesma forma, os resultados descendentes também seriam eliminados para evitar a dupla contagem de lucros ou prejuízos.
Pergunta,Se a Shell plc reduzisse seu interesse na Shell Canada Ltd. a zero devido a perdas significativas, como ela contabilizaria isso de acordo com a NCRF 13?;Resposta,A Shell plc descontinuaria o reconhecimento de perdas adicionais após reduzir seu interesse a zero. No entanto, se a Shell Canada relatasse lucros futuros, a Shell plc retomaria o reconhecimento de sua parte nos lucros somente após suas perdas não reconhecidas serem compensadas.
Pergunta,O que é a NCRF 14?;Resposta,A NCRF 14 é uma norma contabilístico que aborda as concentrações de atividades empresariais, fornecendo orientações sobre como contabilizar e relatar essas transações nas demonstrações financeiras.
Pergunta,Qual é o objetivo da NCRF 14?;Resposta,O objetivo da NCRF 14 é garantir que as concentrações de atividades empresariais sejam contabilizadas e relatadas de forma consistente e transparente nas demonstrações financeiras das entidades.
Pergunta,O que é considerado uma concentração de atividades empresariais?;Resposta,Uma concentração de atividades empresariais ocorre quando uma entidade obtém o controlo sobre uma ou mais outras entidades, geralmente por meio de uma aquisição de ações ou ativos.
Pergunta,Quais são os principais requisitos da NCRF 14?;Resposta,Os principais requisitos da NCRF 14 incluem a determinação do custo de aquisição, a identificação e mensuração dos ativos adquiridos e passivos assumidos, e a contabilização do goodwill resultante da aquisição.
Pergunta,Quais são os critérios para reconhecer um goodwill?;Resposta,O goodwill é reconhecido quando o custo de aquisição de uma entidade é maior do que o valor justo líquido dos ativos adquiridos e passivos assumidos. Ele representa o valor dos benefícios econômicos futuros esperados da combinação de negócios que não podem ser atribuídos a ativos específicos.
Pergunta,Quais são os critérios para reconhecer uma concentração de atividades empresariais de acordo com a NCRF 14?;Resposta,Segundo a NCRF 14, uma concentração de atividades empresariais deve ser reconhecida quando uma entidade obtém controlo sobre uma ou mais outras entidades, geralmente por meio de uma aquisição de ações ou ativos, e quando certos critérios específicos são atendidos.
Pergunta,Qual é o tratamento contabilístico para o goodwill de acordo com a NCRF 14?;Resposta,A NCRF 14 requer que o goodwill, que é a diferença entre o custo de aquisição e o valor justo líquido dos ativos adquiridos e passivos assumidos, seja reconhecido como um ativo e amortizado ao longo de sua vida útil estimada, geralmente até 10 anos.
